0x00377,0x1,0x001BC,0x4,0x00012,0xF,0x10007,0x2
0x00379,0x1,0x001BD,0x3,0x00012,0xF,0x00007,0xC
0x0037C,0x1,0x001BE,0x3,0x00012,0xF,0x00007,0xC
0x00377,0x1,0x001BC,0x4,0x00012,0xF,0x00007,0x5
0x00375,0x1,0x001BB,0x5,0x00012,0xF,0x00007,0x9
0x00373,0x1,0x001B9,0x5,0x00012,0xF,0x00007,0x9
0x00375,0x2,0x001BB,0x7,0x00012,0xF,0x00007,0xC
0x00377,0x2,0x001BC,0x7,0x00012,0xF,0x00007,0xC
0x00379,0x2,0x001BD,0xC,0x0015F,0xF,0x00007,0xF
0x0037C,0x2,0x001BE,0x4,0x0015F,0xF,0x00007,0xF
0x00379,0x2,0x001BD,0x4,0x0015F,0xF,0x00007,0xF
0x00377,0x2,0x001BC,0x3,0x0015F,0xF,0x00007,0xF
0x00375,0x2,0x001BB,0x3,0x0015F,0xF,0x00007,0xF
0x00373,0x2,0x001B9,0x4,0x0015F,0xF,0x00007,0xF
0x00375,0x2,0x001BB,0x4,0x0015F,0xF,0x00007,0xF
0x00377,0x3,0x001BC,0x5,0x0015F,0xF,0x00007,0xF
0x00379,0x3,0x001BD,0x5,0x0015F,0xF,0x00007,0xF
0x0037C,0x3,0x001BE,0x7,0x0015F,0xF,0x00007,0xF
0x00379,0x4,0x001BD,0x7,0x0015F,0xF,0x00007,0xF
0x00377,0x4,0x001BC,0xC,0x0015F,0xF,0x00007,0xF
0x00375,0x4,0x001BB,0x4,0x0015F,0xF,0x00007,0xF
0x00373,0x4,0x001B9,0x4,0x0015F,0xF,0x00007,0xF
0x00375,0x4,0x001BB,0x3,0x0015F,0xF,0x00007,0xF
0x00377,0x4,0x001BC,0x3,0x0015F,0xF,0x00007,0xF
0x00379,0x5,0x001BD,0x4,0x0015F,0xF,0x00007,0xF
0x0037C,0x5,0x001BE,0x4,0x0015F,0xF,0x00007,0xF
0x00379,0x5,0x001BD,0x5,0x0015F,0xF,0x00007,0xF
0x00377,0x6,0x001BC,0x5,0x0015F,0xF,0x00007,0xF
0x00375,0x6,0x001BB,0x7,0x0015F,0xF,0x00007,0xF
0x00373,0x6,0x001B9,0x7,0x0015F,0xF,0x00007,0xF
0x00375,0x7,0x001BB,0xC,0x0015F,0xF,0x00007,0xF
0x00377,0x1,0x001BC,0x4,0x00012,0xF,0x10007,0x2
0x00379,0x1,0x001BD,0x4,0x00012,0xF,0x00007,0x2
0x0037C,0x1,0x001BE,0x3,0x00012,0xF,0x00007,0xC
0x00379,0x1,0x001BD,0x3,0x00012,0xF,0x00007,0xC
0x00377,0x1,0x001BC,0x4,0x00012,0xF,0x00007,0x5
0x00375,0x1,0x001BB,0x4,0x00012,0xF,0x00007,0x5
0x00373,0x1,0x001B9,0x5,0x00012,0xF,0x00007,0x9
0x00375,0x1,0x001BB,0x5,0x00012,0xF,0x00007,0x9
0x00377,0x1,0x001BC,0x7,0x00012,0xF,0x00007,0xC
0x00379,0x2,0x001BD,0x7,0x00012,0xF,0x00007,0xC
0x0037C,0x2,0x001BE,0xC,0x0015F,0xF,0x00007,0xF
0x00379,0x2,0x001BD,0x4,0x0015F,0xF,0x00007,0xF
0x00377,0x2,0x001BC,0x4,0x0015F,0xF,0x00007,0xF
0x00375,0x2,0x001BB,0x3,0x0015F,0xF,0x00007,0xF
0x00373,0x2,0x001B9,0x3,0x0015F,0xF,0x00007,0xF
0x00375,0x2,0x001BB,0x4,0x0015F,0xF,0x00007,0xF
0x00377,0x2,0x001BC,0x4,0x0015F,0xF,0x00007,0xF
0x00379,0x2,0x001BD,0x5,0x0015F,0xF,0x00007,0xF
0x0037C,0x3,0x001BE,0x5,0x0015F,0xF,0x00007,0xF
0x00379,0x3,0x001BD,0x7,0x0015F,0xF,0x00007,0xF
0x00377,0x3,0x001BC,0x7,0x0015F,0xF,0x00007,0xF
0x00375,0x4,0x001BB,0xC,0x0015F,0xF,0x00007,0xF
0x00373,0x4,0x001B9,0x4,0x0015F,0xF,0x00007,0xF
0x00375,0x4,0x001BB,0x4,0x0015F,0xF,0x00007,0xF
0x00377,0x4,0x001BC,0x3,0x0015F,0xF,0x00007,0xF
0x00379,0x4,0x001BD,0x3,0x0015F,0xF,0x00007,0xF
0x0037C,0x4,0x001BE,0x4,0x0015F,0xF,0x00007,0xF
0x00379,0x5,0x001BD,0x4,0x0015F,0xF,0x00007,0xF
0x00377,0x5,0x001BC,0x5,0x0015F,0xF,0x00007,0xF
0x00375,0x5,0x001BB,0x5,0x0015F,0xF,0x00007,0xF
0x00373,0x6,0x001B9,0x7,0x0015F,0xF,0x00007,0xF
0x00375,0x6,0x001BB,0x7,0x0015F,0xF,0x00007,0xF
0x00377,0x6,0x001BC,0xC,0x0015F,0xF,0x00007,0xF
0x00379,0x1,0x001BD,0x4,0x00012,0xF,0x10007,0x2
0x0037C,0x1,0x001BE,0x4,0x00012,0xF,0x00007,0x2
0x00379,0x1,0x001BD,0x3,0x00012,0xF,0x00007,0xC
0x00377,0x1,0x001BC,0x3,0x00012,0xF,0x00007,0xC
0x00375,0x1,0x001BB,0x4,0x00012,0xF,0x00007,0x5
0x00373,0x1,0x001B9,0x4,0x00012,0xF,0x00007,0x5
0x00375,0x1,0x001BB,0x5,0x00012,0xF,0x00007,0x9
0x00377,0x1,0x001BC,0x5,0x00012,0xF,0x00007,0x9
0x00379,0x1,0x001BD,0x7,0x00012,0xF,0x00007,0xC
0x0037C,0x2,0x001BE,0x7,0x00012,0xF,0x00007,0xC
0x00379,0x2,0x001BD,0xC,0x0015F,0xF,0x00007,0xF
0x00377,0x2,0x001BC,0x4,0x0015F,0xF,0x00007,0xF
0x00375,0x2,0x001BB,0x4,0x0015F,0xF,0x00007,0xF
0x00373,0x2,0x001B9,0x3,0x0015F,0xF,0x00007,0xF
0x00375,0x2,0x001BB,0x3,0x0015F,0xF,0x00007,0xF
0x00377,0x2,0x001BC,0x4,0x0015F,0xF,0x00007,0xF
0x00379,0x2,0x001BD,0x4,0x0015F,0xF,0x00007,0xF
0x0037C,0x2,0x001BE,0x5,0x0015F,0xF,0x00007,0xF
0x00379,0x3,0x001BD,0x5,0x0015F,0xF,0x00007,0xF
0x00377,0x3,0x001BC,0x7,0x0015F,0xF,0x00007,0xF
0x00375,0x3,0x001BB,0x7,0x0015F,0xF,0x00007,0xF
0x00373,0x4,0x001B9,0xC,0x0015F,0xF,0x00007,0xF
0x00375,0x4,0x001BB,0x4,0x0015F,0xF,0x00007,0xF
0x00377,0x4,0x001BC,0x4,0x0015F,0xF,0x00007,0xF
0x00379,0x4,0x001BD,0x3,0x0015F,0xF,0x00007,0xF
0x0037C,0x4,0x001BE,0x3,0x0015F,0xF,0x00007,0xF
0x00379,0x4,0x001BD,0x4,0x0015F,0xF,0x00007,0xF
0x00377,0x5,0x001BC,0x4,0x0015F,0xF,0x00007,0xF
0x00375,0x5,0x001BB,0x5,0x0015F,0xF,0x00007,0xF
0x00373,0x5,0x001B9,0x5,0x0015F,0xF,0x00007,0xF
0x00375,0x6,0x001BB,0x7,0x0015F,0xF,0x00007,0xF
0x00377,0x6,0x001BC,0x7,0x0015F,0xF,0x00007,0xF
0x00379,0x6,0x001BD,0xC,0x0015F,0xF,0x00007,0xF
0x00254,0x1,0x001BE,0x4,0x00012,0xF,0x10007,0x2
0x00251,0x1,0x001BD,0x4,0x00012,0xF,0x00007,0x2
0x0024F,0x1,0x001BC,0x3,0x00012,0xF,0x00007,0xC
0x0024D,0x1,0x001BB,0x3,0x00012,0xF,0x00007,0xC
0x0024B,0x1,0x001B9,0x4,0x00012,0xF,0x00007,0x5
0x0024D,0x1,0x001BB,0x4,0x00012,0xF,0x00007,0x5
0x0024F,0x1,0x001BC,0x5,0x00012,0xF,0x00007,0x9
0x00251,0x1,0x001BD,0x5,0x00012,0xF,0x00007,0x9
0x00254,0x1,0x001BE,0x7,0x00012,0xF,0x00007,0xC
0x00251,0x2,0x001BD,0x7,0x00012,0xF,0x00007,0xC
0x0024F,0x2,0x001BC,0x4,0x0015F,0xF,0x00007,0xF
0x0024D,0x2,0x001BB,0x4,0x0015F,0xF,0x00007,0xF
0x0024B,0x2,0x001B9,0x3,0x0015F,0xF,0x00007,0xF
0x0024D,0x2,0x001BB,0x3,0x0015F,0xF,0x00007,0xF
